"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","501","test_archive_list","tests","2026-09-22","passed","2026-09-22","TestTrelloLists","test_lists","",""
"","1347","test_create_board_with_different_names[emoji]","tests","2026-09-22","passed","2026-09-22","TestTrelloParametrized","test_parametrized","",""
"","447","test_list_and_card_schema_validation","tests","2026-09-22","passed","2026-09-22","TestTrelloSchema","test_schema","",""
"","755","test_full_trello_workflow","tests","2026-09-22","passed","2026-09-22","TestTrelloWorkflow","test_boards","",""
"","784","test_update_board_details","tests","2026-09-22","passed","2026-09-22","TestTrelloUpdate","test_update","",""
"","111","SLA: Время ответа при чтении данных доски не превышает 2.0 с","tests","2026-09-22","passed","2026-09-22","TestAPIPerformanceSLA","test_sla","",""
"","1056","test_create_board_with_different_names[cyrillic]","tests","2026-09-22","passed","2026-09-22","TestTrelloParametrized","test_parametrized","",""
"","1627","Создание и чтение чек-листа в карточке","tests","2026-09-22","passed","2026-09-22","TestChecklists","test_checklists","",""
"","1351","test_create_board_with_different_names[symbols]","tests","2026-09-22","passed","2026-09-22","TestTrelloParametrized","test_parametrized","",""
"","113","test_request_with_invalid_credentials","tests","2026-09-22","passed","2026-09-22","TestTrelloNegative","test_negative","",""
"","1106","test_create_board_with_different_names[long_name]","tests","2026-09-22","passed","2026-09-22","TestTrelloParametrized","test_parametrized","",""
"","550","test_get_all_lists_on_board","tests","2026-09-22","passed","2026-09-22","TestTrelloLists","test_lists","",""
"","1427","test_move_card_between_lists","tests","2026-09-22","passed","2026-09-22","TestTrelloUpdate","test_update","",""
"","162","SLA: Время ответа при получении профиля пользователя не превышает 2.0 с","tests","2026-09-22","passed","2026-09-22","TestAPIPerformanceSLA","test_sla","",""
"","168","test_create_board_without_auth","tests","2026-09-22","passed","2026-09-22","TestTrelloNegative","test_negative","",""
"","106","Запрос доски с фильтром fields возвращает только запрашиваемые поля","tests","2026-09-22","passed","2026-09-22","TestQueryParams","test_query_params","",""
"","117","test_board_schema_validation","tests","2026-09-22","passed","2026-09-22","TestTrelloSchema","test_schema","",""
"","158","test_get_non_existent_board","tests","2026-09-22","passed","2026-09-22","TestTrelloNegative","test_negative","",""
"","1342","test_create_board_with_different_names[english]","tests","2026-09-22","passed","2026-09-22","TestTrelloParametrized","test_parametrized","",""
"","210","test_create_board_without_name","tests","2026-09-22","passed","2026-09-22","TestTrelloNegative","test_negative","",""
